start_date,o3_avg,pm25_avg,o3_max,pm25_max,o3_min,pm25_min,o3_stddev,pm25_stddev
2010-05-30,57.03328339258829,4.663291042049723,75.214225769043,10.1055755615234,44.7467422485352,1.98642659187317,10.029601920100786,2.4452245654281963
2010-07-07,106.43328857421865,21.186930070320766,134.356781005859,27.5123519897461,87.2022323608398,2.51346778869629,13.286416028149176,8.22930988982742
2010-08-18,59.9125779469808,7.701861147147921,69.9228286743164,12.4782524108887,53.6336402893066,0.0166162177920341,4.762797238983399,4.011732830546091
2010-03-05,36.62573226292928,8.187189737955729,41.1209754943848,11.2935771942139,33.1566047668457,5.41187906265259,2.168395718077714,1.6791836966824654
2010-03-24,43.470722277959176,4.788793926437696,58.0101013183594,8.5600643157959,28.6504688262939,1.81482517719269,9.115594736152296,2.0873810982540166
2010-10-17,46.02171723047892,8.60006769498189,65.6488800048828,16.9899024963379,34.8556594848633,2.72200107574463,10.863889652052572,5.38736045037526
2010-05-26,66.70424938201903,3.801127036412557,72.7459487915039,7.55197811126709,60.9265327453613,1.09512531757355,3.8591480505763287,2.4673743785145335
2010-05-05,64.40196212132771,14.93854075670243,79.4728622436523,27.3625259399414,42.0995216369629,4.75958442687988,12.221409264342606,6.2947593860825855
2010-03-15,37.23825414975484,2.3569738678634167,51.8736534118652,5.20495223999023,20.0927085876465,0.248435974121094,7.127766940506566,1.7442287967156838
2010-10-05,37.365598042805985,2.432073930899301,49.3520240783691,5.19902181625366,19.2529468536377,1.18982148170471,9.555226855699335,1.3066504440982494
2010-12-27,36.69232885042826,3.769845494379599,41.0306358337402,6.95107364654541,31.0834903717041,0.430242866277695,2.6578716764638712,1.69056709472028
2010-03-12,59.699447631835945,1.7144900212685261,61.172420501709,3.82596921920776,58.0382461547852,0.597330808639526,0.8365666086596504,1.1830875468862978
2010-01-01,31.858921468257904,1.5576452066500979,46.3995971679688,5.06141471862793,5.79516172409058,0.425330400466919,15.326050396747965,1.2079258529507075
2010-08-05,60.93050559361776,7.308531125386556,73.7189865112305,8.88111972808838,48.5186729431152,5.404541015625,8.736879536365027,0.8512636261389646
2010-05-06,60.323878606160484,1.8687258337934811,73.3481903076172,8.58375263214111,53.4392967224121,0.573911190032959,5.475874800025868,1.94985470372587
2010-04-21,56.40240557988485,6.817674259344738,61.5730895996094,10.3953266143799,50.0652503967285,5.01142168045044,3.020586106277056,1.506251213505009
2010-06-23,76.97836923599245,11.264452358086908,101.472785949707,21.5569667816162,55.2969093322754,5.33758020401001,14.750847499725618,5.9055732502156975
2010-02-04,37.284424543380744,12.973378101984652,46.0511016845703,26.5219688415527,17.7905960083008,4.85719776153564,10.105672397183445,8.374814741826379
2010-02-28,29.571737845738724,20.11664179960887,42.7268714904785,24.8992938995361,19.2263622283936,10.8424978256226,6.7542260793369175,4.069673599655215
2010-08-08,52.08179839452108,5.760345275203387,57.268669128418,9.94886112213135,42.2679481506348,1.71259558200836,6.166855998053937,2.807564479497515
2010-05-03,50.04776859283447,2.816961449881394,56.9917373657227,7.57885551452637,44.4045333862305,0.578151524066925,4.157334781783893,2.625086618444496
2010-03-25,55.36729637781779,12.940932750701906,67.3945465087891,24.5020751953125,42.3344650268555,6.31485986709595,8.795054198196372,5.56831731685361
2010-11-08,36.702241897583,7.567517568667722,39.9676475524902,13.048131942749,33.443416595459,3.46673321723938,2.1951443906196872,3.0612979114780745
2010-06-09,64.75117810567221,7.4262754917144775,69.1049880981445,9.07734775543213,61.8461456298828,5.36485862731934,2.0757613466905,1.1699677406594038
2010-08-13,50.6554471651713,3.1002932091554007,62.149715423584,6.49824666976929,43.108772277832,1.71216678619385,6.08171216846622,1.3712200041838312
2010-03-31,40.974126974741615,3.173883969585102,47.7217407226562,4.80995607376099,26.9677104949951,1.27065408229828,6.583683468839567,0.9920747484624014
2010-03-02,28.844926834106435,8.572953840096798,38.5474624633789,12.0545597076416,25.7285594940186,5.20041942596436,3.0832480814100074,2.1497289824765944
2010-10-12,76.50625880559285,27.387459039688107,88.3143081665039,35.2015686035156,60.8757095336914,18.8679809570312,8.828602475132854,5.550451732877658
2010-12-20,36.73163914680481,9.654525796572361,41.0735740661621,13.8326444625854,31.7791843414307,5.55685043334961,3.222419246759418,2.352064032051664
2010-02-12,36.10301129023235,9.868773857752476,42.562328338623,13.7830657958984,31.385425567627,7.22382164001465,3.5846086865364217,2.0479224330843637
2010-10-20,44.44310728708904,2.0524439240495362,47.552734375,3.84786128997803,40.6194915771484,0.222288012504578,2.572827652727652,1.479373172016659
2010-07-28,66.32871882120769,5.374210476875305,70.2693405151367,6.96430063247681,55.1953125,2.96111226081848,4.03490272381636,1.2880031732693233
2010-11-18,31.169667482376102,13.737215360005694,41.121337890625,23.7907276153564,26.7452259063721,5.71222019195557,4.161440229970761,5.549155664623318
2010-11-29,39.35017824172974,3.17690697312355,45.7363586425781,3.63097763061523,35.985767364502,2.49345755577087,3.8459009099391115,0.34769811271161044
2010-09-28,39.81987428665162,0.9194435924291612,42.5065269470215,1.40314590930939,37.1957511901855,0.507381975650787,1.676923163864147,0.26615802311826003
2010-10-02,36.55385581652323,2.5187113086382533,47.2906036376953,3.49477887153625,29.9124355316162,2.02373886108398,6.109798463724136,0.4650634725925251
2010-02-21,29.483083248138424,17.789811730384823,35.4584312438965,27.7549800872803,21.4692687988281,10.9380140304565,3.7560693925769186,5.368087811593307
2010-08-22,61.11744944254557,2.938768580555916,63.8954582214355,4.6858983039856,54.0309524536133,0.943838477134705,2.801727303757989,1.256517451706918
