esri_id,esri_idn,GEOID,stcnty,total_pop2016,total_25plus,nHwtindiv,prp_nHwHHs,prp_HSminus,prp_no_auto,prp_not_insured,EstPropPersons5PlusNoEnglish,median_HH_inc
370250412002,370250412002,15000US370250412002,37025,3593,2398,0.802393543,0.7992932862,0.3290241868,0.0339222615,0.041747843,0.1117149758,73549
370250412003,370250412003,15000US370250412003,37025,2194,1533,0.7575205105,0.9228791774,0.3418134377,0.0192802057,0.097538742,0.0833730348,83857
370250413011,370250413011,15000US370250413011,37025,5446,3374,0.7319133309,0.8166765228,0.3426200356,0.0224719101,0.0805381496,0.0794293426,80417
370250413021,370250413021,15000US370250413021,37025,5619,3424,0.686599039,0.6881663113,0.1492406542,0,0.053390283,0.1894446633,90333
370250413022,370250413022,15000US370250413022,37025,2071,1394,0.667310478,0.7174959872,0.2948350072,0,0.0284886528,0.1563436563,93488
370250413023,370250413023,15000US370250413023,37025,820,591,0.9463414634,0.9708333333,0.3908629442,0,0.0804878049,0.0406905055,90385
370250413031,370250413031,15000US370250413031,37025,7894,4429,0.5577653914,0.5854968666,0.0616391962,0.0080572963,0.0153280973,0.1969864529,131019
370250413032,370250413032,15000US370250413032,37025,1595,1248,0.5956112853,0.6153846154,0.2491987179,0.1464497041,0.1724137931,0.1369509044,68782
370250415011,370250415011,15000US370250415011,37025,4127,2656,0.8323237218,0.8503301541,0.2266566265,0.0506236244,0.1340782123,0.0176696543,79534
370250415012,370250415012,15000US370250415012,37025,6036,3585,0.6232604374,0.6068783069,0.1620641562,0.0052910053,0.0326231691,0.1372040781,108722
370250415021,370250415021,15000US370250415021,37025,3925,2516,0.7355414013,0.7820414428,0.2090620032,0.0268610898,0.0634394904,0.1351925631,77128
370250415022,370250415022,15000US370250415022,37025,1217,847,0.7855382087,0.8451882845,0.4073199528,0.0334728033,0.0838126541,0.0970537262,58333
370250415023,370250415023,15000US370250415023,37025,1386,987,0.7662337662,0.8323809524,0.1124620061,0.0285714286,0.0743145743,0.1085972851,87689
370250415031,370250415031,15000US370250415031,37025,3608,2403,0.7655210643,0.8355704698,0.3349979193,0.014261745,0.0875831486,0.0685212299,73194
370250416011,370250416011,15000US370250416011,37025,1505,960,0.9182724252,0.8456014363,0.259375,0.0969479354,0.0494983278,0.0643109541,68542
370250416012,370250416012,15000US370250416012,37025,2060,1397,1,1,0.4917680744,0.048048048,0.2194174757,0.0074147306,53015
370250416013,370250416013,15000US370250416013,37025,1680,1359,0.855952381,0.9231824417,0.4348785872,0.0589849108,0.0385542169,0.064871481,69327
370250416014,370250416014,15000US370250416014,37025,2975,2047,0.7932773109,0.9123468426,0.3947239863,0.0706880302,0.0685714286,0.0521557719,58024
370250416021,370250416021,15000US370250416021,37025,3191,2321,0.8849890317,0.9153394803,0.3985351142,0.0067057837,0.0833594484,0.0637948043,64740
370250417011,370250417011,15000US370250417011,37025,1163,823,0.9449699054,0.9701086957,0.4763061968,0,0.0547826087,0,59063
370250417012,370250417012,15000US370250417012,37025,1119,764,0.8847184987,0.84,0.3808900524,0.0352941176,0.1117068811,0.0131702728,53875
370250417013,370250417013,15000US370250417013,37025,1759,1190,0.9641841956,0.9870967742,0.3756302521,0.0096774194,0.0795906765,0.0300925926,56316
370250417021,370250417021,15000US370250417021,37025,1306,1155,1,1,0.5619047619,0.0128755365,0.1607963247,0.0065359477,44800
370250417022,370250417022,15000US370250417022,37025,2127,1482,0.8960977903,0.9545454545,0.4176788124,0.0363636364,0.1142454161,0.041023166,61711
370250419011,370250419011,15000US370250419011,37025,929,443,0.1431646932,0.1702898551,0.7720090293,0.0326086957,0.215285253,0.3523131673,40893
370250419012,370250419012,15000US370250419012,37025,1400,869,0.36,0.4444444444,0.7088607595,0.0867208672,0.315,0.463622291,36313
370250419021,370250419021,15000US370250419021,37025,2068,998,0.2451644101,0.403030303,0.629258517,0.1621212121,0.2185686654,0.5248498088,24900
370250419022,370250419022,15000US370250419022,37025,1285,816,0.5322957198,0.6367521368,0.4914215686,0.0491452991,0.1875486381,0.0481611208,40441
370250419023,370250419023,15000US370250419023,37025,652,418,0.6380368098,0.7328767123,0.5406698565,0.2671232877,0.1226993865,0.0149006623,24211
370250420001,370250420001,15000US370250420001,37025,1365,918,0.5677655678,0.6554054054,0.7145969499,0.0855855856,0.2366300366,0.0777690495,32857
370250420002,370250420002,15000US370250420002,37025,1314,955,0.6324200913,0.7402298851,0.464921466,0.0390804598,0.0273972603,0.1693290735,63839
370250420003,370250420003,15000US370250420003,37025,1632,1162,0.8082107843,0.8874824191,0.508605852,0.035161744,0.1124106563,0.1147021546,49625
370250421011,370250421011,15000US370250421011,37025,1094,642,0.0685557587,0.1070615034,0.5934579439,0.2164009112,0.1561922366,0.1448979592,22169
370250421012,370250421012,15000US370250421012,37025,587,424,0.2078364566,0.1631944444,0.4716981132,0.1423611111,0.2316865417,0.1401384083,28462
370250421013,370250421013,15000US370250421013,37025,802,433,0.1633416459,0.2536764706,0.6166281755,0,0.2618453865,0.3169398907,40781
370250421014,370250421014,15000US370250421014,37025,783,491,0.0408684547,0.0296296296,0.7352342159,0.1777777778,0.2975734355,0.3154269972,29605
370250421021,370250421021,15000US370250421021,37025,1225,835,0.772244898,0.8647342995,0.5892215569,0.0338164251,0.1673469388,0.1330357143,43000
370250421022,370250421022,15000US370250421022,37025,2871,1483,0.5694879833,0.5898617512,0.3438975051,0.0599078341,0.0686172065,0.1382398754,41763
370250422001,370250422001,15000US370250422001,37025,1927,1467,0.8349766476,0.978978979,0.3326516701,0,0.0607260726,0.0286168521,56458
370250422002,370250422002,15000US370250422002,37025,1318,962,0.8596358118,0.8778004073,0.4033264033,0,0.0486692015,0,54514
370250422003,370250422003,15000US370250422003,37025,804,648,0.8955223881,0.9722222222,0.3518518519,0.1234567901,0.1492537313,0.0858208955,64792
370250422004,370250422004,15000US370250422004,37025,474,331,0.8502109705,0.8818181818,0.2930513595,0.05,0.0421940928,0,84038
370250422005,370250422005,15000US370250422005,37025,975,800,0.9815384615,1,0.53,0,0.0984615385,0.0442571128,44545
370250422006,370250422006,15000US370250422006,37025,1610,925,0.5130434783,0.393442623,0.5891891892,0.0327868852,0.0883084577,0.1258064516,68963
370250423001,370250423001,15000US370250423001,37025,1018,793,0.8339882122,0.8115079365,0.3568726356,0.0119047619,0.2053045187,0.0211864407,40724
370250423002,370250423002,15000US370250423002,37025,1723,1088,0.3464886825,0.4967948718,0.6424632353,0.1586538462,0.2563625078,0.3773466834,31762
370250423003,370250423003,15000US370250423003,37025,843,611,0.62514828,0.6723646724,0.4451718494,0.1452991453,0.1387559809,0.1421319797,40169
370250423004,370250423004,15000US370250423004,37025,977,675,0.7860798362,0.8380462725,0.517037037,0.1876606684,0.264073695,0.0322234157,35110
370250424011,370250424011,15000US370250424011,37025,1707,1328,0.719390744,0.7456828885,0.4006024096,0.0816326531,0.0814908402,0.11,53504
370250424012,370250424012,15000US370250424012,37025,1938,1338,0.9066047472,0.9548969072,0.2907324365,0.0193298969,0.0944272446,0.0513992005,57763
370250424021,370250424021,15000US370250424021,37025,1906,943,0.4648478489,0.4546925566,0.5111346766,0.0873786408,0.1762854145,0.0636682243,41711
370250424022,370250424022,15000US370250424022,37025,797,436,0.3977415307,0.4632034632,0.6674311927,0.1428571429,0.2108585859,0.4217335058,50687
370250424023,370250424023,15000US370250424023,37025,3303,2124,0.5891613685,0.6953062848,0.3907721281,0.0365950676,0.045276873,0.1602870813,52862
370250425011,370250425011,15000US370250425011,37025,1209,969,0.7775020678,0.8120805369,0.2084623323,0.0151006711,0.105872622,0.0853761623,62273
370250425012,370250425012,15000US370250425012,37025,3435,2296,0.7985443959,0.8320610687,0.3780487805,0.0135708227,0.0518950437,0.0938159879,86563
370250425021,370250425021,15000US370250425021,37025,2573,1682,0.6533229693,0.6862745098,0.4131985731,0.0960784314,0.1298095608,0.0619235837,50625
370250425031,370250425031,15000US370250425031,37025,4125,2745,0.6829090909,0.7257142857,0.30856102,0.0328571429,0.1046878795,0.1370360758,73500
370250425041,370250425041,15000US370250425041,37025,1491,1045,0.8537894031,0.8568665377,0.1368421053,0,0.0409121395,0.0452985587,101250
370250426011,370250426011,15000US370250426011,37025,2273,1581,0.8794544655,0.8716049383,0.1233396584,0.0074074074,0.0026396832,0.0714285714,116806
370250426012,370250426012,15000US370250426012,37025,2646,1753,0.7796674225,0.8461538462,0.2316029663,0.0594871795,0.0438262195,0.0832037325,79803
370250426021,370250426021,15000US370250426021,37025,2124,1329,0.5790960452,0.6938502674,0.3017306245,0.0374331551,0.1379472693,0.146439318,71447
370250426022,370250426022,15000US370250426022,37025,1929,1106,0.4494556765,0.6111111111,0.4755877034,0.0416666667,0.1648522551,0.5141938939,53992
370250426023,370250426023,15000US370250426023,37025,385,302,0.9480519481,0.9056603774,0.619205298,0,0.2155844156,0,34214
370250426031,370250426031,15000US370250426031,37025,3275,2404,0.8372519084,0.8641344047,0.2928452579,0.0131482834,0.0248237818,0.0501994681,81483
370250426032,370250426032,15000US370250426032,37025,1182,886,0.8697123519,0.8657314629,0.1986455982,0.0460921844,0.0499153976,0.0387038704,72604
370250426033,370250426033,15000US370250426033,37025,2632,1592,0.7059270517,0.7310012063,0.3787688442,0.0144752714,0.1090425532,0.0940032415,69453
370250426041,370250426041,15000US370250426041,37025,4817,3086,0.7687357276,0.799031477,0.287103046,0.0272397094,0.0187328983,0.0756006171,74063
370270301001,370270301001,15000US370270301001,37027,1062,728,0.6459510358,0.6445623342,0.5700549451,0.2413793103,0.2514124294,0.0164092664,29201
370270301002,370270301002,15000US370270301002,37027,745,532,0.7140939597,0.8714285714,0.6428571429,0.1452380952,0.1693766938,0.1636363636,12900
370270301003,370270301003,15000US370270301003,37027,405,358,0.7234567901,0.6116071429,0.5055865922,0.0580357143,0,0,22065
370270301004,370270301004,15000US370270301004,37027,1102,693,0.778584392,0.8788659794,0.2337662338,0.1520618557,0.0537830447,0.0567970205,47083
370270301005,370270301005,15000US370270301005,37027,1474,884,0.3670284939,0.3959276018,0.4457013575,0,0.0841248304,0.0188811189,36882
370270301006,370270301006,15000US370270301006,37027,717,567,0.8619246862,0.8411214953,0.6931216931,0.0809968847,0.1283124128,0,
370270302001,370270302001,15000US370270302001,37027,1019,464,0.8390578999,0.8325123153,0.7349137931,0.0763546798,0.1354268891,0,36346
370270302002,370270302002,15000US370270302002,37027,1005,775,0.471641791,0.47265625,0.7367741935,0.05078125,0.2507462687,0.0619565217,21833
370270302003,370270302003,15000US370270302003,37027,1832,1313,0.884279476,0.9330065359,0.7166793602,0.045751634,0.1566593886,0.0090293454,24221
370270302004,370270302004,15000US370270302004,37027,1600,1229,0.898125,0.9707174231,0.7306753458,0.0219619327,0.0889632107,0.0631510417,37844
370270303001,370270303001,15000US370270303001,37027,698,510,0.8796561605,0.8260869565,0.3764705882,0.0301003344,0.0401146132,0,32150
370270303002,370270303002,15000US370270303002,37027,1008,745,0.8303571429,0.8825301205,0.6469798658,0.1174698795,0.1828644501,0.0699453552,24917
370270303003,370270303003,15000US370270303003,37027,870,556,0.9126436782,0.9683544304,0.6115107914,0.0759493671,0.0942528736,0.0365853659,36855
370270303004,370270303004,15000US370270303004,37027,1421,935,0.4496833216,0.4566596195,0.5711229947,0.0317124736,0.2026741731,0.0746489283,32250
370270304001,370270304001,15000US370270304001,37027,931,601,1,1,0.6173044925,0.0837209302,0.2083780881,0.0185614849,16477
370270304002,370270304002,15000US370270304002,37027,639,559,0.9624413146,0.925,0.686940966,0.175,0.1893583725,0.0222222222,33942
370270304003,370270304003,15000US370270304003,37027,1215,881,0.729218107,0.7645985401,0.6152099886,0.0182481752,0.2798353909,0.2497868713,25750
370270304004,370270304004,15000US370270304004,37027,1176,973,0.8758503401,1,0.677286742,0.023364486,0.1470588235,0.0279475983,31548
370270305001,370270305001,15000US370270305001,37027,2647,1918,0.9765772573,0.9859320047,0.3826903024,0.0304806565,0.1081188119,0.0091708063,59704
370270305002,370270305002,15000US370270305002,37027,1134,827,0.7328042328,0.8416666667,0.4147521161,0.10625,0.2839506173,0.2975653742,38393
370270305003,370270305003,15000US370270305003,37027,1072,822,0.8320895522,0.9138755981,0.3442822384,0,0.1417910448,0,47500
370270306001,370270306001,15000US370270306001,37027,1280,820,0.95546875,0.9347826087,0.5158536585,0.0347826087,0.12578125,0.025682183,49500
370270306002,370270306002,15000US370270306002,37027,2068,1472,0.9216634429,0.9442060086,0.5176630435,0.0286123033,0.165377176,0.0489651691,39205
370270306003,370270306003,15000US370270306003,37027,1431,1093,0.9783368274,0.9764065336,0.6440988106,0,0.0831586303,0.0355587808,41949
370270307001,370270307001,15000US370270307001,37027,865,644,0.9849710983,0.9855491329,0.5667701863,0.0346820809,0.098265896,0.0348139256,41458
370270307002,370270307002,15000US370270307002,37027,1527,1100,0.9639816634,0.912836767,0.4527272727,0.0126782884,0.0707269155,0.0218253968,33992
370270307003,370270307003,15000US370270307003,37027,1216,901,0.8972039474,0.9534883721,0.4572697003,0,0.1809210526,0.1169940222,28426
370270307004,370270307004,15000US370270307004,37027,1977,1564,0.9868487607,0.9842519685,0.5703324808,0,0.0606980273,0.0062015504,41429
370270307005,370270307005,15000US370270307005,37027,466,355,1,1,0.6788732394,0,0.3025751073,0,23173
370270308001,370270308001,15000US370270308001,37027,1593,1141,0.919648462,0.9493891798,0.6520595968,0.1047120419,0.0991839297,0.0104712042,43447
370270308002,370270308002,15000US370270308002,37027,761,381,0.9789750329,0.9398496241,0.501312336,0.0601503759,0.2378449409,0.0437665782,48413
370270308003,370270308003,15000US370270308003,37027,1766,1272,0.9580973952,0.9209770115,0.5220125786,0.0359195402,0.0826727067,0.0034782609,45529
370270308004,370270308004,15000US370270308004,37027,3445,1952,0.8377358491,0.9415357766,0.5425204918,0.1195462478,0.1860667634,0.0950669716,36773
370270308005,370270308005,15000US370270308005,37027,1054,773,0.9848197343,0.9604938272,0.5912031048,0,0.0825426945,0.0295275591,41509
370270309001,370270309001,15000US370270309001,37027,1499,1023,0.8719146097,0.8611111111,0.5610948192,0,0.1174116077,0.0242112986,
370270309002,370270309002,15000US370270309002,37027,594,450,0.9511784512,1,0.6155555556,0,0.2390572391,0.0288808664,27692
370270309003,370270309003,15000US370270309003,37027,1139,805,0.9525899912,0.9525862069,0.5614906832,0.0732758621,0.1896400351,0.0763569457,26211
370270309004,370270309004,15000US370270309004,37027,1478,1075,0.8173207037,0.9515347334,0.6027906977,0.0306946688,0.1414073072,0.036101083,36076
370270310001,370270310001,15000US370270310001,37027,1121,901,0.9375557538,0.9673913043,0.4628190899,0.0347826087,0.0785013381,0.0408348457,51875
370270310002,370270310002,15000US370270310002,37027,1202,779,0.9617304493,0.9817767654,0.6431322208,0.0592255125,0.118968386,0.0169811321,38819
370270310003,370270310003,15000US370270310003,37027,517,363,1,1,0.6556473829,0.0353982301,0.083172147,0,36591
370270311001,370270311001,15000US370270311001,37027,687,453,0.943231441,0.9596774194,0.4988962472,0.0806451613,0.2401746725,0,28000
370270311002,370270311002,15000US370270311002,37027,982,693,0.9786150713,0.9805825243,0.518037518,0.0412621359,0.1181262729,0,34583
370270311003,370270311003,15000US370270311003,37027,1623,1208,0.9963031423,0.9905511811,0.4900662252,0.0393700787,0.1312384473,0.1534126487,35221
370270311004,370270311004,15000US370270311004,37027,752,637,0.9867021277,0.9719101124,0.4819466248,0.0224719101,0.1595744681,0.0080753701,34200
370270312011,370270312011,15000US370270312011,37027,563,399,0.7761989343,0.880952381,0.4511278195,0.0272108844,0.0674955595,0.2202486679,35893
370270312012,370270312012,15000US370270312012,37027,1239,1022,0.9741727199,1,0.5694716243,0.0424107143,0.1807909605,0.0016694491,47448
370270312013,370270312013,15000US370270312013,37027,1269,938,0.9905437352,0.9760479042,0.632196162,0.127744511,0.1859732072,0.0077253219,32917
370270312014,370270312014,15000US370270312014,37027,2024,1407,0.918972332,0.9907529723,0.6467661692,0.0118890357,0.0998023715,0.0253229974,34241
370270312021,370270312021,15000US370270312021,37027,2238,1579,0.9159964254,0.962962963,0.4749841672,0.0718954248,0.1389633601,0.0275700935,38661
370270312022,370270312022,15000US370270312022,37027,1675,1340,0.9486567164,0.9614906832,0.6156716418,0.0732919255,0.1325373134,0.0456790123,33179
370270313001,370270313001,15000US370270313001,37027,1921,1282,0.8469547111,0.9270998415,0.2160686427,0,0.0707964602,0.1039106145,89395
370270313002,370270313002,15000US370270313002,37027,2260,1657,0.9203539823,0.916967509,0.3427881714,0.0433212996,0.1269911504,0.0710588235,74375
370270313003,370270313003,15000US370270313003,37027,939,633,0.8136315229,0.8171021378,0.4423380727,0.0237529691,0.0788072417,0.1018181818,21705
370270313004,370270313004,15000US370270313004,37027,3554,2452,1,1,0.5497553018,0,0.1952729319,0.0051406108,49130
370270314011,370270314011,15000US370270314011,37027,2388,1667,0.899078727,0.9429198683,0.5062987403,0.069154775,0.1457286432,0.0448028674,34777
370270314012,370270314012,15000US370270314012,37027,1002,737,0.9510978044,0.9131455399,0.5603799186,0,0.1716566866,0.1680497925,46136
370270314021,370270314021,15000US370270314021,37027,1367,1074,0.8507681053,0.885665529,0.5391061453,0.1040955631,0.3021214338,0.1286503552,29144
370270314022,370270314022,15000US370270314022,37027,905,683,0.9226519337,0.9139784946,0.6017569546,0.0215053763,0.1624309392,0.0828331333,33021
370270314023,370270314023,15000US370270314023,37027,937,690,0.9487726788,0.9820359281,0.5086956522,0.0988023952,0.0674846626,0.0165562914,60536
370270314031,370270314031,15000US370270314031,37027,1407,897,0.6950959488,0.840776699,0.7134894091,0.0116504854,0.2139303483,0.2212171053,37621
370270314032,370270314032,15000US370270314032,37027,1120,812,0.8785714286,0.86825054,0.5221674877,0.060475162,0.1491071429,0.0716253444,41964
370299501011,370299501011,15000US370299501011,37029,3134,2126,0.8407785578,0.8065693431,0.2991533396,0.0209854015,0.03145917,0.028024607,71744
370299501012,370299501012,15000US370299501012,37029,2188,1462,0.7614259598,0.7818599311,0.4911080711,0.0080367394,0.1280742459,0.0454115421,65240
370299501020,370299501020,15000US370299501020,37029,0,0,,,,,,,
370299501021,370299501021,15000US370299501021,37029,2291,1556,0.7721518987,0.8168846611,0.3264781491,0.0784780024,0.0979789104,0.0282203004,54821
370299501022,370299501022,15000US370299501022,37029,1650,1207,0.8315151515,0.8819875776,0.4921292461,0.0186335404,0.1145454545,0.0534255185,54896
370299501023,370299501023,15000US370299501023,37029,965,678,0.814507772,0.8409090909,0.5412979351,0,0.2642487047,0.1609702315,34612
370319701011,370319701011,15000US370319701011,37031,1193,925,0.9782062028,0.9762931034,0.4108108108,0.0431034483,0.1680216802,0.0156931125,51167
370319701021,370319701021,15000US370319701021,37031,2441,1757,0.9049569848,0.8914342629,0.4832100171,0.0199203187,0.1134780828,0,41635
370319701022,370319701022,15000US370319701022,37031,327,309,1,1,0.498381877,0.0535714286,0.1162079511,0,52222
370319701031,370319701031,15000US370319701031,37031,781,597,0.9820742638,0.9608938547,0.3299832496,0.0223463687,0.1959026889,0.0514603616,37179
370319701032,370319701032,15000US370319701032,37031,1196,914,0.9941471572,1,0.6225382932,0.0394736842,0.2842809365,0.0070546737,38750
370319701033,370319701033,15000US370319701033,37031,890,780,0.9775280899,0.9894736842,0.4141025641,0,0.1494382022,0.0227531286,49565
370319702001,370319702001,15000US370319702001,37031,824,625,1,1,0.3904,0.0700280112,0.0194174757,0.0431472081,62188
370319702002,370319702002,15000US370319702002,37031,664,525,0.9668674699,1,0.56,0.0331950207,0.2108433735,0.0354267311,47250
370319703011,370319703011,15000US370319703011,37031,420,352,0.6214285714,0.4541062802,0.5028409091,0,0.2476190476,0.0545905707,15653
370319703012,370319703012,15000US370319703012,37031,1051,829,0.8392007612,0.8558558559,0.1869722557,0,0.053282588,0.1368110236,90952
370319703013,370319703013,15000US370319703013,37031,2747,2058,0.7404441209,0.7664930556,0.3522837707,0.0824652778,0.1412449945,0.0151114469,58125
370319703021,370319703021,15000US370319703021,37031,647,432,0.7372488408,0.8546712803,0.4282407407,0.0692041522,0.2596599691,0.140600316,29125
370319703022,370319703022,15000US370319703022,37031,447,339,0.5033557047,0.3928571429,0.5103244838,0.3169642857,0.1879194631,0,30909
370319703031,370319703031,15000US370319703031,37031,996,741,0.8263052209,0.9009009009,0.3441295547,0.0743243243,0.2148571429,0.0479102956,43571
370319703041,370319703041,15000US370319703041,37031,497,340,0.7665995976,0.9102040816,0.2970588235,0,0.0208768267,0.0805785124,36953
370319703042,370319703042,15000US370319703042,37031,830,693,0.8590361446,0.8616071429,0.3520923521,0.0513392857,0.1035322777,0.0111940299,48036
370319703043,370319703043,15000US370319703043,37031,668,505,0.8922155689,0.9504950495,0.1940594059,0.0825082508,0.0523952096,0.0563139932,32431
370319704011,370319704011,15000US370319704011,37031,1717,1231,0.6511357018,0.76849642,0.5393988627,0.1288782816,0.216540404,0.2018518519,33641
370319704021,370319704021,15000US370319704021,37031,722,561,0.8684210526,0.8832335329,0.4688057041,0.1616766467,0.1578212291,0.0377358491,30000
370319704022,370319704022,15000US370319704022,37031,886,674,0.7054176072,0.7743589744,0.3664688427,0.1051282051,0.156612529,0.0074534161,35909
370319704031,370319704031,15000US370319704031,37031,404,345,1,1,0.2666666667,0,0.1683417085,0.0229591837,60688
370319704032,370319704032,15000US370319704032,37031,601,515,1,1,0.1669902913,0.0290322581,0.043697479,0.0155440415,60625
370319704033,370319704033,15000US370319704033,37031,193,193,0.9533678756,0.9032258065,0.3212435233,0,0,0.0259067358,71635
370319705011,370319705011,15000US370319705011,37031,2019,1336,0.7062902427,0.8022346369,0.496257485,0.1463687151,0.2360279441,0.1598493003,29531
370319705012,370319705012,15000US370319705012,37031,715,577,0.8671328671,0.831202046,0.2374350087,0.1585677749,0.0979020979,0.053701016,52227
370319705021,370319705021,15000US370319705021,37031,1196,869,0.970735786,0.9665271967,0.3176064442,0.0292887029,0.1367884452,0.0097259063,64474
370319705022,370319705022,15000US370319705022,37031,866,713,0.9376443418,0.9240837696,0.221598878,0.0235602094,0.0558139535,0,70000
370319705031,370319705031,15000US370319705031,37031,710,562,0.9535211268,0.9563758389,0.2953736655,0.033557047,0.1262411348,0.0327868852,55250
370319705032,370319705032,15000US370319705032,37031,918,672,0.8562091503,0.891959799,0.3601190476,0.0150753769,0.188453159,0.063583815,52955
370319705033,370319705033,15000US370319705033,37031,711,537,0.417721519,0.5714285714,0.4320297952,0.1428571429,0.1594202899,0.0243902439,39375
370319705041,370319705041,15000US370319705041,37031,977,648,0.9406345957,0.9397590361,0.3024691358,0.0090361446,0.0716479017,0.0643015521,88333
370319705042,370319705042,15000US370319705042,37031,709,499,0.4442877292,0.5352112676,0.6613226453,0.1232394366,0.5547652916,0.5224111283,26736
370319706011,370319706011,15000US370319706011,37031,1431,1107,0.8553459119,0.8310077519,0.4381210479,0.0139534884,0.1506751955,0.0425833925,46838
370319706021,370319706021,15000US370319706021,37031,1120,883,0.9017857143,0.9656652361,0.2344280861,0.0429184549,0.064137308,0.0555041628,80313
370319706031,370319706031,15000US370319706031,37031,1532,1100,0.8139686684,0.8235294118,0.5772727273,0.068627451,0.2134464752,0.049966239,40909
370319706041,370319706041,15000US370319706041,37031,1269,994,0.9535066982,0.9649737303,0.208249497,0.0280210158,0.0399042298,0.1013900245,57614
370319706042,370319706042,15000US370319706042,37031,1033,838,0.9186834463,0.9436619718,0.2362768496,0.044600939,0.0779727096,0.0492462312,84773
370319706051,370319706051,15000US370319706051,37031,1411,1129,0.8802267895,0.9491778774,0.2214348981,0.0986547085,0.146953405,0.0799086758,49861
370319707011,370319707011,15000US370319707011,37031,1423,869,0.8924806746,0.9239130435,0.4695051784,0.0304347826,0.2895291637,0.0237037037,44318
370319707021,370319707021,15000US370319707021,37031,2644,1759,0.7106656581,0.8211788212,0.5241614554,0.0509490509,0.1758698941,0.1470588235,53865
370319707022,370319707022,15000US370319707022,37031,826,591,0.9322033898,0.9685714286,0.3874788494,0,0.242014742,0.0364321608,62632
370319707031,370319707031,15000US370319707031,37031,2192,1506,0.8239051095,0.8299465241,0.4575033201,0.0673796791,0.0705433746,0.0348235294,38341
370319707032,370319707032,15000US370319707032,37031,1463,1152,0.8824333561,0.9533762058,0.4505208333,0.0466237942,0.1232676878,0.0889679715,48281
370319707033,370319707033,15000US370319707033,37031,1219,888,0.8301886792,0.9773662551,0.4369369369,0.0679012346,0.1622516556,0.0575296108,
370319707034,370319707034,15000US370319707034,37031,656,390,0.9024390244,0.95,0.3307692308,0.1291666667,0.050304878,0,60000
370319707041,370319707041,15000US370319707041,37031,2347,1666,0.8700468683,0.9038662487,0.4273709484,0.0271682341,0.1353319058,0.0247971145,45486
370319708011,370319708011,15000US370319708011,37031,802,586,0.8802992519,0.9171974522,0.4436860068,0.0159235669,0.0373831776,0.0386266094,50625
370319708012,370319708012,15000US370319708012,37031,1594,1183,0.9247176913,0.9374090247,0.281487743,0.0131004367,0.095724314,0.0657306956,48826
370319708021,370319708021,15000US370319708021,37031,874,623,0.8157894737,0.8858695652,0.3643659711,0.0135869565,0.1213592233,0.0449029126,68125
370319708022,370319708022,15000US370319708022,37031,854,640,0.9086651054,0.9285714286,0.2609375,0.032967033,0.0601965602,0.0220588235,81250
370319708031,370319708031,15000US370319708031,37031,719,559,0.8539638387,0.9930795848,0.2039355993,0,0.0686695279,0.1073446328,86875
370319708032,370319708032,15000US370319708032,37031,912,655,0.9747807018,0.9797979798,0.3404580153,0.0252525253,0.1303867403,0.0195360195,58571
370319708041,370319708041,15000US370319708041,37031,1502,1010,0.8848202397,0.8812615955,0.298019802,0.0166975881,0.0857142857,0.0340751043,72083
370319708042,370319708042,15000US370319708042,37031,884,591,0.9377828054,0.9362318841,0.2030456853,0.0202898551,0.0632183908,0.0252403846,49375
370319708043,370319708043,15000US370319708043,37031,731,585,0.9794801642,1,0.3247863248,0,0.0878962536,0,68750
370319708051,370319708051,15000US370319708051,37031,1720,1178,0.886627907,0.8615611193,0.4142614601,0.0220913108,0.1464705882,0.0632988436,48777
370319709011,370319709011,15000US370319709011,37031,457,343,0.9365426696,0.8971962617,0.1341107872,0,0.0361173815,0.0919037199,77750
370319709012,370319709012,15000US370319709012,37031,633,518,0.9794628752,0.9829931973,0.1833976834,0,0.018957346,0.0177705977,74875
370319709021,370319709021,15000US370319709021,37031,955,794,0.9780104712,0.985801217,0.3060453401,0.0202839757,0.0774125133,0.0554973822,54861
370319709022,370319709022,15000US370319709022,37031,351,279,0.9401709402,0.9049773756,0.3620071685,0,0.0817610063,0.0497076023,45521
370319709031,370319709031,15000US370319709031,37031,1313,1084,0.9428789033,0.9392,0.2490774908,0.016,0.088820827,0.0761979576,59850
370319710011,370319710011,15000US370319710011,37031,576,453,0.9930555556,1,0.3377483444,0.0486111111,0.1512455516,0.0267379679,37434
370319710021,370319710021,15000US370319710021,37031,425,358,0.9482352941,0.956937799,0.1452513966,0.014354067,0.0423529412,0.0227272727,75417
370319710022,370319710022,15000US370319710022,37031,995,851,0.9718592965,0.9868421053,0.1621621622,0.0131578947,0.0618034448,0.0274841438,65417
370319711011,370319711011,15000US370319711011,37031,258,216,0.8953488372,0.9302325581,0.2777777778,0,0.023255814,0,52875
370319711012,370319711012,15000US370319711012,37031,328,287,0.987804878,1,0.2369337979,0.0609137056,0.1158536585,0.0094936709,
370319711013,370319711013,15000US370319711013,37031,511,411,0.9784735812,0.9563492063,0.2652068127,0,0.1859099804,0.0215264188,57969
370319711021,370319711021,15000US370319711021,37031,151,109,0.8543046358,1,0.1376146789,0.0819672131,0.0606060606,0.0331125828,55982
370319711022,370319711022,15000US370319711022,37031,463,339,0.9352051836,0.9558823529,0.1799410029,0,0.2532751092,0,45833
370319801001,370319801001,15000US370319801001,37031,0,0,,,,,,,
370319901000,370319901000,15000US370319901000,37031,0,0,,,,,,,
